,nA1,steps,nA2,age,neigh10,reprod,food,death,social,mutation_rate,round,time,combination
0,200.0,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
1,200.0,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
2,200.0,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
3,200.0,3,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
4,314.0,4,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
5,314.0,5,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
6,314.0,6,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
7,314.0,7,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
8,314.0,8,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
9,455.0,9,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
10,455.0,10,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
11,455.0,11,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
12,455.0,12,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
13,455.0,13,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
14,665.0,14,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
15,665.0,15,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
16,665.0,16,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
17,665.0,17,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
18,665.0,18,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
19,968.0,19,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
20,968.0,20,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
21,968.0,21,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
22,968.0,22,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
23,968.0,23,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
24,1348.0,24,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
25,1348.0,25,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
26,1348.0,26,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
27,1348.0,27,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
28,1348.0,28,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
29,1847.0,29,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
30,1847.0,30,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
31,1847.0,31,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.025,8,6201.069928407668,1
