,nA1,steps,nA2,age,neigh10,reprod,food,death,social,mutation_rate,round,time,combination
0,200.0,0,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
1,200.0,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
2,200.0,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
3,200.0,3,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
4,311.0,4,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
5,311.0,5,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
6,311.0,6,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
7,311.0,7,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
8,311.0,8,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
9,472.0,9,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
10,472.0,10,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
11,472.0,11,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
12,472.0,12,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
13,472.0,13,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
14,716.0,14,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
15,716.0,15,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
16,716.0,16,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
17,716.0,17,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
18,716.0,18,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
19,1022.0,19,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
20,1022.0,20,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
21,1022.0,21,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
22,1022.0,22,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
23,1022.0,23,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
24,1437.0,24,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
25,1437.0,25,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
26,1437.0,26,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
27,1437.0,27,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
28,1437.0,28,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
29,1925.0,29,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
30,1925.0,30,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
31,1925.0,31,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
32,1925.0,32,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
33,1925.0,33,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
34,2584.0,34,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
35,2584.0,35,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
36,2584.0,36,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
37,2584.0,37,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
38,2584.0,38,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
39,3282.0,39,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
40,3282.0,40,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
41,3282.0,41,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
42,3282.0,42,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
43,3282.0,43,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
44,4123.0,44,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
45,4123.0,45,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
46,4123.0,46,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
47,4123.0,47,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
48,4123.0,48,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,0.025,15,3230.6011896133423,1
49,5057.0,49,20.0,1.0,-1.0,0.0,3.6,0.0,0.75,0.025,15,3230.6011896133423,1
50,5057.0,50,20.0,2.0,-1.0,0.0,3.8,0.0,0.75,0.025,15,3230.6011896133423,1
51,5057.0,51,20.0,3.0,-1.0,0.0,4.0,0.0,0.75,0.025,15,3230.6011896133423,1
52,5057.0,52,20.0,4.0,-1.0,0.0,3.6,0.0,0.75,0.025,15,3230.6011896133423,1
53,5057.0,53,36.0,2.7777777777777777,-1.0,0.8,2.2222222222222223,0.0,0.75,0.025,15,3230.6011896133423,1
54,5998.0,54,36.0,3.7777777777777777,-1.0,0.0,4.0,0.0,0.75,0.025,15,3230.6011896133423,1
55,5998.0,55,39.0,4.410256410256411,-1.0,0.08333333333333333,3.692307692307693,0.0,0.75,0.025,15,3230.6011896133423,1
56,6005.0,56,39.0,5.410256410256411,-1.0,0.0,3.897435897435898,0.0,0.75,0.025,15,3230.6011896133423,1
57,6004.0,57,40.0,6.25,-1.0,0.02564102564102564,3.8,0.0,0.75,0.025,15,3230.6011896133423,1
58,6004.0,58,70.0,4.142857142857143,-1.0,0.75,2.2857142857142856,0.0,0.75,0.025,15,3230.6011896133423,1
59,7029.0,59,70.0,5.142857142857143,-1.0,0.0,4.0,0.0,0.75,0.025,15,3230.6011896133423,1
60,7032.0,60,78.0,5.512820512820514,-1.0,0.11428571428571427,3.58974358974359,0.0,0.75,0.025,15,3230.6011896133423,1
61,7051.0,61,78.0,6.512820512820514,-1.0,0.0,4.0,0.0,0.75,0.025,15,3230.6011896133423,1
62,7051.0,62,80.0,7.325,-1.0,0.02564102564102564,3.8,0.0,0.75,0.025,15,3230.6011896133423,1
63,7055.0,63,139.0,4.7913669064748206,-1.0,0.7375,2.302158273381295,0.0,0.75,0.025,15,3230.6011896133423,1
64,8050.0,64,139.0,5.7913669064748206,-1.0,0.0,3.971223021582734,0.0,0.75,0.025,15,3230.6011896133423,1
65,8050.0,65,155.0,6.090322580645161,-1.0,0.11510791366906475,3.5870967741935487,0.0,0.75,0.025,15,3230.6011896133423,1
66,8065.0,66,155.0,7.090322580645161,-1.0,0.0,4.0,0.0,0.75,0.025,15,3230.6011896133423,1
67,8064.0,67,160.0,7.8375,-1.0,0.03225806451612903,3.875,0.0,0.75,0.025,15,3230.6011896133423,1
68,8070.0,68,277.0,5.104693140794224,-1.0,0.73125,2.3104693140794224,0.0,0.75,0.025,15,3230.6011896133423,1
69,8955.0,69,277.0,6.104693140794224,-1.0,0.0,4.0,0.0,0.75,0.025,15,3230.6011896133423,1
70,8957.0,70,310.0,6.348387096774193,-1.0,0.11913357400722023,3.5612903225806454,0.0,0.75,0.025,15,3230.6011896133423,1
