,nA1,steps,nA2,age,neigh10,reprod,food,death,social,mutation_rate,round,time,combination
0,200.0,0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
1,200.0,1,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
2,200.0,2,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
3,200.0,3,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
4,305.0,4,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
5,305.0,5,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
6,305.0,6,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
7,305.0,7,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
8,305.0,8,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
9,458.0,9,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
10,458.0,10,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
11,458.0,11,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
12,458.0,12,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
13,458.0,13,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
14,677.0,14,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
15,677.0,15,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
16,677.0,16,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
17,677.0,17,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
18,677.0,18,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
19,983.0,19,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
20,983.0,20,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
21,983.0,21,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
22,983.0,22,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
23,983.0,23,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
24,1365.0,24,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
25,1365.0,25,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
26,1365.0,26,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
27,1365.0,27,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
28,1365.0,28,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
29,1864.0,29,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
30,1864.0,30,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
31,1864.0,31,0.0,0.0,-1.0,0.0,0.0,0.0,-0.25,0.025,20,4331.5700249671945,1
