,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
4,2672.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
5,2672.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
6,2672.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
7,2672.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
8,2672.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
9,4331.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
10,4331.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
11,4331.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
12,4331.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
13,4331.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
14,6365.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
15,6365.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
16,6365.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
17,6365.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
18,6365.0,18,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
19,8368.0,19,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
20,8368.0,20,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
21,8368.0,21,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
22,8368.0,22,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,5,18936.432842016216,3
