,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
4,1649.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
5,1649.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
6,1649.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
7,1649.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
8,1649.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
9,1755.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
10,1755.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
11,1755.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
12,1755.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
13,1755.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
14,1845.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
15,1845.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
16,1845.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
17,1845.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
18,1845.0,18,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
19,1913.0,19,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
20,1913.0,20,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
21,1913.0,21,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
22,1913.0,22,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
23,1913.0,23,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
24,1992.0,24,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
25,1992.0,25,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
26,1992.0,26,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
27,1992.0,27,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
28,1992.0,28,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
29,2054.0,29,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
30,2054.0,30,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
31,2054.0,31,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
32,2054.0,32,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
33,2054.0,33,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
34,2108.0,34,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
35,2108.0,35,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
36,2108.0,36,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
37,2108.0,37,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
38,2108.0,38,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
39,2165.0,39,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
40,2266.0,40,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
41,2266.0,41,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
42,2266.0,42,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
43,2266.0,43,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
44,2323.0,44,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
45,2323.0,45,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
46,2323.0,46,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
47,2323.0,47,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
48,2323.0,48,0.0,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
49,2385.0,49,50.0,1.0,0.11449493039150666,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
50,2385.0,50,50.0,2.0,0.11449493039150667,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
51,2385.0,51,50.0,3.0,0.11449493039150666,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
52,2386.0,52,15.0,4.0,-0.03365167623169684,-1,0.0,0.0,0.7,1.0,0.025,19,2026.9525063037872,1
53,2386.0,53,15.0,5.0,-0.03365167623169684,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
54,2429.0,54,25.0,3.6,-0.02019100573901809,-1,0.6666666666666666,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
55,2429.0,55,25.0,4.6,0.0014568587578219286,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
56,2429.0,56,29.0,4.827586206896552,0.0012559127222602751,-1,0.16,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
57,2430.0,57,29.0,5.827586206896553,-0.024465678750088392,-1,0.0,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
58,2430.0,58,30.0,6.6,-0.023650156125085444,-1,0.03448275862068965,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
59,2476.0,59,40.0,5.7,-0.026507452629620117,-1,0.3333333333333333,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
60,2476.0,60,50.0,5.36,-0.008346396319844263,-1,0.25,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
61,2476.0,61,54.0,5.8888888888888875,0.002607018210273157,-1,0.08,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
62,2479.0,62,58.0,6.413793103448278,-0.01205872598414618,-1,0.07407407407407407,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
63,2479.0,63,59.0,7.288135593220339,-0.02515072530592505,-1,0.017241379310344827,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
64,2510.0,64,80.0,6.1125,-0.02375587025806217,-1,0.3559322033898305,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
65,2509.0,65,100.0,5.69,-0.008703408573047184,-1,0.25,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
66,2509.0,66,108.0,6.1944444444444455,0.0027026238664975373,-1,0.08,0.0,0.0,1.0,0.025,19,2026.9525063037872,1
