,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
4,2534.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
5,2534.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
6,2534.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
7,2534.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
8,2534.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
9,3868.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
10,3868.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
11,3868.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
12,3868.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
13,3868.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
14,5461.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
15,5461.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
16,5461.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
17,5461.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
18,5461.0,18,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
19,7076.0,19,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
20,7076.0,20,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
21,7076.0,21,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,6,13203.121094226835,3
