,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
4,1812.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
5,1812.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
6,1812.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
7,1812.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
8,1812.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
9,2107.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
10,2107.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
11,2107.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
12,2107.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
13,2107.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
14,2342.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
15,2342.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
16,2342.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
17,2342.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
18,2342.0,18,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
19,2571.0,19,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
20,2571.0,20,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
21,2571.0,21,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
22,2571.0,22,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
23,2571.0,23,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
24,2772.0,24,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
25,2772.0,25,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
26,2772.0,26,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
27,2772.0,27,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
28,2772.0,28,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
29,2959.0,29,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
30,2959.0,30,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
31,2959.0,31,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
32,2959.0,32,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
33,2959.0,33,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
34,3168.0,34,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
35,3168.0,35,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
36,3168.0,36,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
37,3168.0,37,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
38,3168.0,38,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
39,3352.0,39,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
40,3453.0,40,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
41,3453.0,41,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,10,2013.3785219192505,3
