,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
4,2512.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
5,2512.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
6,2512.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
7,2512.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
8,2512.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
9,3938.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
10,3938.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
11,3938.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
12,3938.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
13,3938.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
14,5565.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
15,5565.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
16,5565.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
17,5565.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
18,5565.0,18,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
19,7237.0,19,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
20,7237.0,20,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
21,7237.0,21,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
22,7237.0,22,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
23,7237.0,23,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
24,8758.0,24,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
25,8758.0,25,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
26,8758.0,26,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
27,8758.0,27,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
28,8758.0,28,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,7,11223.058547735214,3
