,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
4,1822.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
5,1822.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
6,1822.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
7,1822.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
8,1822.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
9,2118.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
10,2118.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
11,2118.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
12,2118.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
13,2118.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
14,2363.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
15,2363.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
16,2363.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
17,2363.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
18,2363.0,18,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
19,2586.0,19,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
20,2586.0,20,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
21,2586.0,21,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
22,2586.0,22,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
23,2586.0,23,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
24,2818.0,24,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
25,2818.0,25,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
26,2818.0,26,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
27,2818.0,27,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
28,2818.0,28,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
29,3017.0,29,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
30,3017.0,30,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
31,3017.0,31,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
32,3017.0,32,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
33,3017.0,33,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
34,3196.0,34,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
35,3196.0,35,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
36,3196.0,36,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
37,3196.0,37,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
38,3196.0,38,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
39,3382.0,39,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
40,3483.0,40,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
41,3483.0,41,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
42,3483.0,42,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
43,3483.0,43,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
44,3653.0,44,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
45,3653.0,45,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
46,3653.0,46,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
47,3653.0,47,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
48,3653.0,48,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
49,3775.0,49,50.0,1.0,0.04730711670451106,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
50,3775.0,50,50.0,2.0,0.047307116704511036,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
51,3775.0,51,50.0,3.0,0.047307116704511064,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
52,3777.0,52,28.0,4.0,0.07780588979619225,-1,0.0,0.0,0.44,2.0,0.025,4,1464.832480430603,2
53,3777.0,53,28.0,5.0,0.07780588979619228,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
54,3937.0,54,47.0,3.4468085106382977,0.06335015727369207,-1,0.7142857142857143,0.0,0.03571428571428571,2.0,0.025,4,1464.832480430603,2
55,3936.0,55,47.0,4.446808510638298,0.12272165687772785,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
56,3936.0,56,49.0,5.224489795918367,0.1177126096582287,-1,0.0425531914893617,0.0,0.0,2.0,0.025,4,1464.832480430603,2
57,3941.0,57,49.0,6.224489795918367,0.13422189868258502,-1,0.0,0.0,0.0,2.0,0.025,4,1464.832480430603,2
58,3941.0,58,52.0,6.8076923076923075,0.1264783276047436,-1,0.061224489795918366,0.0,0.0,2.0,0.025,4,1464.832480430603,2
59,4068.0,59,72.0,5.6388888888888875,0.0881070904707501,-1,0.38461538461538464,0.0,0.0,2.0,0.025,4,1464.832480430603,2
60,4067.0,60,93.0,5.139784946236558,0.09603675963882344,-1,0.2916666666666667,0.0,0.0,2.0,0.025,4,1464.832480430603,2
