,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
4,2452.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
5,2452.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
6,2452.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
7,2452.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
8,2452.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
9,3631.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
10,3631.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
11,3631.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
12,3631.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
13,3631.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
14,4987.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
15,4987.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
16,4987.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,10.0,0.025,19,2607.468134641648,2
