,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
4,1772.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
5,1772.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
6,1772.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
7,1772.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
8,1772.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
9,2014.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
10,2014.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
11,2014.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
12,2014.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
13,2014.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
14,2236.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
15,2236.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
16,2236.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
17,2236.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,2.0,0.025,19,2133.8466556072235,3
