,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
4,2589.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
5,2589.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
6,2589.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
7,2589.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
8,2589.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
9,3987.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
10,3987.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
11,3987.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
12,3987.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
13,3987.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
14,5649.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
15,5649.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
16,5649.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
17,5649.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
18,5649.0,18,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
19,7366.0,19,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
20,7366.0,20,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
21,7366.0,21,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
22,7366.0,22,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
23,7366.0,23,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
24,8897.0,24,0.0,0.0,0.0,-1,0.0,0.0,0.0,20.0,0.025,15,10234.181330442429,2
