,nA1,steps,nA2,age,social,neigh10,reprod,food,death,patch,mutation_rate,round,time,combination
0,1515.0,0,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
1,1515.0,1,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
2,1515.0,2,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
3,1515.0,3,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
4,2677.0,4,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
5,2677.0,5,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
6,2677.0,6,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
7,2677.0,7,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
8,2677.0,8,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
9,4315.0,9,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
10,4315.0,10,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
11,4315.0,11,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
12,4315.0,12,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
13,4315.0,13,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
14,6254.0,14,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
15,6254.0,15,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
16,6254.0,16,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
17,6254.0,17,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
18,6254.0,18,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
19,8204.0,19,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
20,8204.0,20,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
21,8204.0,21,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
22,8204.0,22,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
23,8204.0,23,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
24,9842.0,24,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
25,9842.0,25,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
26,9842.0,26,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
27,9842.0,27,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
28,9842.0,28,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
29,11144.0,29,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
30,11144.0,30,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
31,11144.0,31,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
32,11144.0,32,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
33,11144.0,33,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
34,12160.0,34,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
35,12160.0,35,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
36,12160.0,36,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
37,12160.0,37,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
38,12160.0,38,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
39,12977.0,39,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
40,13078.0,40,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
41,13078.0,41,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
42,13078.0,42,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
43,13078.0,43,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
44,13687.0,44,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
45,13687.0,45,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
46,13687.0,46,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
47,13687.0,47,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
48,13687.0,48,0.0,0.0,0.0,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
49,14147.0,49,50.0,1.0,0.028860701582381205,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
50,14147.0,50,50.0,2.0,0.0288607015823812,-1,0.0,0.0,0.0,50.0,0.025,20,16313.822507381441,2
