,nA1,steps,nA2,age,social,neigh10,reprod,food,death,mutation_rate,time,combination,start_cog,round
0,50.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
1,80.0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
2,110.0,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
3,110.0,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
4,110.0,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
5,110.0,5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
6,110.0,6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
7,110.0,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
8,110.0,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
9,141.0,9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
10,159.0,10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
11,178.0,11,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
12,178.0,12,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
13,178.0,13,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
14,178.0,14,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
15,178.0,15,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
16,178.0,16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
17,223.0,17,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
18,244.0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
19,276.0,19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
20,276.0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
21,276.0,21,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
22,276.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
23,276.0,23,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
24,318.0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
25,371.0,25,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
26,412.0,26,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
27,429.0,27,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
28,429.0,28,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
29,429.0,29,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
30,429.0,30,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
31,429.0,31,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
32,522.0,32,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
33,587.0,33,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
34,649.0,34,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
35,657.0,35,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
36,657.0,36,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
37,657.0,37,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
38,657.0,38,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
39,711.0,39,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
40,829.0,40,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
41,915.0,41,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
42,971.0,42,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
43,976.0,43,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
44,976.0,44,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
45,976.0,45,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
46,976.0,46,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
47,1123.0,47,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
48,1258.0,48,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
49,1369.0,49,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
50,1405.0,50,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
51,1407.0,51,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
52,1407.0,52,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
53,1407.0,53,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
54,1493.0,54,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
55,1677.0,55,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
56,1842.0,56,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
57,1950.0,57,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
58,1968.0,58,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
59,1970.0,59,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
60,1970.0,60,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
61,1970.0,61,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
62,2145.0,62,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20552.59206414223,7,100.0,16
