,nA1,steps,nA2,age,social,neigh10,reprod,food,death,mutation_rate,time,combination,start_cog,round
0,50.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
1,80.0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
2,110.0,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
3,110.0,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
4,110.0,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
5,110.0,5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
6,110.0,6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
7,110.0,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
8,110.0,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
9,146.0,9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
10,166.0,10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
11,187.0,11,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
12,187.0,12,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
13,187.0,13,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
14,187.0,14,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
15,187.0,15,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
16,187.0,16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
17,233.0,17,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
18,266.0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
19,298.0,19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
20,298.0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
21,298.0,21,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
22,298.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
23,298.0,23,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
24,336.0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
25,384.0,25,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
26,426.0,26,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19569.085021972656,7,100.0,5
