,nA1,steps,nA2,age,social,neigh10,reprod,food,death,mutation_rate,time,combination,start_cog,round
0,50.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
1,80.0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
2,110.0,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
3,110.0,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
4,110.0,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
5,110.0,5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
6,110.0,6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
7,110.0,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
8,110.0,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
9,140.0,9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
10,158.0,10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
11,178.0,11,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
12,178.0,12,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
13,178.0,13,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
14,178.0,14,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
15,178.0,15,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
16,178.0,16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
17,215.0,17,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
18,239.0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
19,267.0,19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
20,267.0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
21,267.0,21,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
22,267.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
23,267.0,23,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
24,306.0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
25,353.0,25,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
26,390.0,26,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
27,404.0,27,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
28,404.0,28,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16005.463055610657,7,100.0,8
