,nA1,steps,nA2,age,social,neigh10,reprod,food,death,mutation_rate,time,combination,start_cog,round
0,50.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
1,80.0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
2,110.0,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
3,110.0,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
4,110.0,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
5,110.0,5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
6,110.0,6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
7,110.0,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
8,110.0,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
9,136.0,9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
10,157.0,10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
11,176.0,11,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
12,176.0,12,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
13,176.0,13,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
14,176.0,14,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
15,176.0,15,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
16,176.0,16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
17,219.0,17,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
18,240.0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
19,270.0,19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
20,270.0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
21,270.0,21,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
22,270.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
23,270.0,23,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
24,315.0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
25,368.0,25,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
26,411.0,26,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
27,427.0,27,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
28,427.0,28,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
29,427.0,29,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
30,427.0,30,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
31,427.0,31,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
32,502.0,32,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
33,571.0,33,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
34,633.0,34,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
35,640.0,35,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,17288.76493549347,7,100.0,10
