,nA1,steps,nA2,age,social,neigh10,reprod,food,death,mutation_rate,time,combination,start_cog,round
0,50.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
1,80.0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
2,110.0,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
3,110.0,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
4,110.0,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
5,110.0,5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
6,110.0,6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
7,110.0,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
8,110.0,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
9,139.0,9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
10,156.0,10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
11,174.0,11,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
12,174.0,12,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
13,174.0,13,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
14,174.0,14,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
15,174.0,15,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
16,174.0,16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
17,213.0,17,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
18,239.0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
19,266.0,19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
20,266.0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
21,266.0,21,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
22,266.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
23,266.0,23,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
24,312.0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
25,357.0,25,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
26,400.0,26,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
27,416.0,27,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
28,416.0,28,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
29,416.0,29,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
30,416.0,30,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
31,416.0,31,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
32,497.0,32,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
33,552.0,33,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
34,604.0,34,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
35,612.0,35,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
36,612.0,36,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
37,612.0,37,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
38,612.0,38,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
39,668.0,39,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
40,787.0,40,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
41,858.0,41,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
42,902.0,42,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
43,907.0,43,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
44,907.0,44,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
45,907.0,45,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
46,907.0,46,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
47,1051.0,47,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
48,1170.0,48,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
49,1283.0,49,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
50,1315.0,50,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
51,1316.0,51,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
52,1316.0,52,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
53,1316.0,53,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,19106.212255239487,7,100.0,18
