,nA1,steps,nA2,age,social,neigh10,reprod,food,death,mutation_rate,time,combination,start_cog,round
0,50.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
1,80.0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
2,110.0,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
3,110.0,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
4,110.0,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
5,110.0,5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
6,110.0,6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
7,110.0,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
8,110.0,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
9,138.0,9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
10,159.0,10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
11,175.0,11,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
12,175.0,12,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
13,175.0,13,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
14,175.0,14,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
15,175.0,15,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
16,175.0,16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
17,217.0,17,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
18,249.0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
19,278.0,19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
20,278.0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
21,278.0,21,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
22,278.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
23,278.0,23,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
24,317.0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,16867.269756317142,7,100.0,15
