,nA1,steps,nA2,age,social,neigh10,reprod,food,death,mutation_rate,time,combination,start_cog,round
0,50.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
1,80.0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
2,110.0,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
3,110.0,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
4,110.0,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
5,110.0,5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
6,110.0,6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
7,110.0,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
8,110.0,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
9,140.0,9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
10,157.0,10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
11,176.0,11,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
12,176.0,12,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
13,176.0,13,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
14,176.0,14,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
15,176.0,15,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
16,176.0,16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
17,227.0,17,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
18,263.0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
19,292.0,19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
20,292.0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
21,292.0,21,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
22,292.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
23,292.0,23,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
24,337.0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
25,396.0,25,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
26,431.0,26,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
27,446.0,27,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
28,446.0,28,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
29,446.0,29,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
30,446.0,30,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
31,446.0,31,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
32,533.0,32,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
33,609.0,33,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
34,661.0,34,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
35,668.0,35,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
36,668.0,36,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
37,668.0,37,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
38,668.0,38,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
39,721.0,39,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
40,824.0,40,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
41,904.0,41,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
42,948.0,42,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
43,950.0,43,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
44,950.0,44,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
45,950.0,45,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,14741.914448976517,7,100.0,3
