,nA1,steps,nA2,age,social,neigh10,reprod,food,death,mutation_rate,time,combination,start_cog,round
0,50.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
1,80.0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
2,110.0,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
3,110.0,3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
4,110.0,4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
5,110.0,5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
6,110.0,6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
7,110.0,7,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
8,110.0,8,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
9,148.0,9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
10,164.0,10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
11,177.0,11,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
12,177.0,12,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
13,177.0,13,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
14,177.0,14,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
15,177.0,15,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
16,177.0,16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
17,230.0,17,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
18,259.0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
19,286.0,19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
20,286.0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
21,286.0,21,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
22,286.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
23,286.0,23,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
24,329.0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
25,385.0,25,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
26,431.0,26,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
27,448.0,27,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.025,20408.495124578483,7,100.0,13
